Timestamp,Open,High,Low,Close,Volume
2023-01-02 05:30:00,18131.7,18251.9,17795.6,17859.4,0
2023-01-09 05:30:00,17952.6,18141.4,17761.7,17956.6,0
2023-01-16 05:30:00,18033.2,18183.8,17853.7,18027.7,0
2023-01-23 05:30:00,18118.4,18201.2,17493.6,17604.3,0
2023-01-30 05:30:00,17541.9,17972.2,17353.4,17854.1,0
2023-02-06 05:30:00,17818.6,17916.9,17652.6,17856.5,0
2023-02-13 05:30:00,17859.1,18134.8,17719.8,17944.2,0
2023-02-20 05:30:00,17965.6,18004.3,17421.8,17465.8,0
2023-02-27 05:30:00,17428.6,17644.8,17255.2,17594.3,0
2023-03-06 05:30:00,17680.3,17799.9,17324.3,17412.9,0
2023-03-13 05:30:00,17421.9,17529.9,16850.2,17100.1,0
2023-03-20 05:30:00,17066.6,17207.2,16828.3,16945.1,0
2023-03-27 05:30:00,16984.3,17381.6,16913.8,17359.8,0
2023-04-03 05:30:00,17427.9,17638.7,17312.8,17599.2,0
2023-04-10 05:30:00,17634.9,17842.2,17597.9,17828.0,0
2023-04-10 05:30:00,17634.9,17842.2,17597.9,17828.0,0
2023-04-17 05:30:00,17863.0,17863.0,17553.9,17624.1,0
2023-04-24 05:30:00,17707.6,18089.2,17612.5,18065.0,0
2023-05-01 05:30:00,18124.8,18267.4,18042.4,18069.0,0
2023-05-08 05:30:00,18120.6,18389.7,18100.3,18314.8,0
2023-05-15 05:30:00,18339.3,18458.9,18060.4,18203.4,0
2023-05-22 05:30:00,18201.1,18508.6,18178.8,18499.3,0
2023-05-29 05:30:00,18619.2,18662.4,18464.6,18534.1,0
2023-06-05 05:30:00,18612.0,18777.9,18531.6,18563.4,0
2023-06-12 05:30:00,18595.1,18864.7,18559.8,18826.0,0
2023-06-19 05:30:00,18873.3,18886.6,18647.1,18665.5,0
2023-06-26 05:30:00,18682.3,19201.7,18646.7,19189.1,0
2023-07-03 05:30:00,19246.5,19523.6,19234.4,19331.8,0
2023-07-10 05:30:00,19400.3,19595.3,19327.1,19564.5,0
2023-07-17 05:30:00,19612.2,19991.8,19562.9,19745.0,0
2023-07-17 05:30:00,19612.2,19991.8,19562.9,19745.0,0
2023-07-24 05:30:00,19748.4,19867.6,19563.1,19646.1,0
2023-07-31 05:30:00,19666.3,19795.6,19296.4,19517.0,0
2023-08-07 05:30:00,19576.8,19645.5,19412.8,19428.3,0
2023-08-14 05:30:00,19383.9,19482.8,19253.6,19310.2,0
2023-08-21 05:30:00,19320.7,19584.4,19229.7,19265.8,0
2023-08-28 05:30:00,19298.3,19458.6,19223.7,19435.3,0
2023-09-04 05:30:00,19525.1,19867.2,19432.8,19819.9,0
2023-09-11 05:30:00,19890.0,20222.4,19865.3,20192.3,0
2023-09-18 05:30:00,20155.9,20195.3,19657.5,19674.2,0
2023-09-25 05:30:00,19678.2,19766.7,19492.1,19638.3,0
2023-10-02 05:30:00,19622.4,19675.8,19333.6,19653.5,0
2023-10-09 05:30:00,19539.4,19843.3,19480.5,19751.1,0
2023-10-16 05:30:00,19737.2,19849.8,19512.3,19542.7,0
2023-10-23 05:30:00,19521.6,19556.8,18837.8,19047.2,0
2023-10-23 05:30:00,19521.6,19556.8,18837.8,19047.2,0
2023-10-30 05:30:00,19053.4,19276.2,18940.0,19230.6,0
2023-11-06 05:30:00,19345.8,19547.2,19309.7,19525.6,0
2023-11-13 05:30:00,19486.8,19875.2,19414.8,19731.8,0
2023-11-20 05:30:00,19731.2,19875.2,19670.5,19794.7,0
2023-11-27 05:30:00,19844.7,20291.6,19800.0,20267.9,0
2023-12-04 05:30:00,20601.9,21006.1,20507.8,20969.4,0
2023-12-11 05:30:00,20965.3,21492.3,20769.5,21456.7,0
2023-12-18 05:30:00,21434.8,21593.0,20976.8,21349.4,0
2023-12-25 05:30:00,21365.2,21801.4,21329.4,21731.4,0
2024-01-01 05:30:00,21727.8,21834.3,21500.3,21710.8,0
2024-01-08 05:30:00,21747.6,21928.2,21448.7,21894.6,0
2024-01-15 05:30:00,22053.2,22124.2,21285.6,21571.8,0
2024-01-22 05:30:00,21716.7,21750.2,21137.2,21352.6,0
2024-01-29 05:30:00,21433.1,22126.8,21429.6,21853.8,0
2024-02-05 05:30:00,21921.1,22053.3,21629.9,21782.5,0
2024-02-05 05:30:00,21921.1,22053.3,21629.9,21782.5,0
2024-02-12 05:30:00,21800.8,22068.7,21530.2,22040.7,0
2024-02-19 05:30:00,22103.45,22297.5,21875.25,22212.7,0
2024-02-26 05:30:00,22169.2,22419.55,21860.65,22378.4,0
