Date,Hammer Time,Entry Time,Exit Time,Entry Price,Exit Price,SL,Target,Status
2022-04-21,2022-04-21 14:45:00,2022-04-21 14:50:00,2022-04-21 15:00:00,36760.1,36818.149999999994,36721.4,36818.149999999994,TARGET HIT
2022-04-22,2022-04-22 10:15:00,2022-04-22 10:20:00,2022-04-22 10:55:00,36303.8,36387.05,36248.3,36387.05,TARGET HIT
2022-04-25,2022-04-25 12:40:00,2022-04-25 12:45:00,2022-04-25 12:55:00,36009.7,36093.54999999999,35953.8,36093.54999999999,TARGET HIT
2022-04-28,2022-04-28 13:15:00,2022-04-28 13:35:00,2022-04-28 14:25:00,36329.4,36428.25,36263.5,36428.25,TARGET HIT
2022-04-29,2022-04-29 14:25:00,2022-04-29 14:30:00,2022-04-29 15:00:00,36358.0,36225.4,36225.4,36556.899999999994,SL HIT
2022-05-02,2022-05-02 10:15:00,2022-05-02 10:20:00,2022-05-02 10:20:00,35918.1,35867.5,35867.5,35994.0,SL HIT
2022-05-04,2022-05-04 12:45:00,2022-05-04 12:50:00,2022-05-04 12:55:00,35798.4,35736.6,35736.6,35891.100000000006,SL HIT
2022-05-05,2022-05-05 12:20:00,2022-05-05 12:25:00,2022-05-05 12:30:00,35739.4,35806.0,35695.0,35806.0,TARGET HIT
2022-05-06,2022-05-06 12:10:00,2022-05-06 12:15:00,2022-05-06 12:20:00,34615.3,34553.0,34553.0,34708.75000000001,SL HIT
2022-05-11,2022-05-11 11:30:00,2022-05-11 11:35:00,2022-05-11 11:45:00,34486.9,34560.4,34437.9,34560.4,TARGET HIT
2022-05-13,2022-05-13 10:50:00,2022-05-13 11:35:00,2022-05-13 11:45:00,33804.6,33761.6,33761.6,33869.1,SL HIT
2022-05-16,2022-05-16 10:55:00,2022-05-16 11:00:00,2022-05-16 11:20:00,33714.7,33647.1,33647.1,33816.09999999999,SL HIT
2022-05-17,2022-05-17 10:50:00,2022-05-17 10:55:00,2022-05-17 11:25:00,33928.4,34050.95000000001,33846.7,34050.95000000001,TARGET HIT
2022-05-20,2022-05-20 13:20:00,2022-05-20 14:15:00,2022-05-20 14:15:00,34294.2,34257.8,34257.8,34348.79999999999,SL HIT
2022-05-23,2022-05-23 14:50:00,2022-05-23 14:55:00,2022-05-23 15:00:00,34415.2,34367.1,34367.1,34487.34999999999,SL HIT
2022-05-26,2022-05-26 13:20:00,2022-05-26 13:25:00,2022-05-26 13:35:00,34913.4,34842.3,34842.3,35020.05,SL HIT
2022-05-30,2022-05-30 12:20:00,2022-05-30 12:25:00,2022-05-30 12:30:00,35864.2,35927.79999999999,35821.8,35927.79999999999,TARGET HIT
2022-06-01,2022-06-01 14:55:00,2022-06-01 15:00:00,2022-06-01 15:00:00,35385.4,35427.70000000001,35357.2,35427.70000000001,TARGET HIT
2022-06-06,2022-06-06 10:30:00,2022-06-06 10:50:00,2022-06-06 11:30:00,35282.8,35214.2,35214.2,35385.70000000001,SL HIT
2022-06-08,2022-06-08 14:10:00,2022-06-08 14:15:00,2022-06-08 14:15:00,34895.4,34965.600000000006,34848.6,34965.600000000006,TARGET HIT
2022-06-14,2022-06-14 10:50:00,2022-06-14 11:00:00,2022-06-14 11:05:00,33480.6,33552.899999999994,33432.4,33552.899999999994,TARGET HIT
2022-06-15,2022-06-15 10:15:00,2022-06-15 10:20:00,2022-06-15 10:50:00,33393.4,33327.9,33327.9,33491.65,SL HIT
2022-06-16,2022-06-16 13:10:00,2022-06-16 13:15:00,2022-06-16 13:15:00,32956.9,32915.4,32915.4,33019.15,SL HIT
2022-06-17,2022-06-17 12:45:00,2022-06-17 12:50:00,2022-06-17 12:50:00,32686.9,32768.8,32632.3,32768.8,TARGET HIT
2022-06-20,2022-06-20 10:25:00,2022-06-20 10:30:00,2022-06-20 10:30:00,32702.8,32646.4,32646.4,32787.399999999994,SL HIT
2022-06-21,2022-06-21 13:45:00,2022-06-21 13:50:00,2022-06-21 14:40:00,33498.0,33438.9,33438.9,33586.649999999994,SL HIT
2022-06-23,2022-06-23 14:25:00,2022-06-23 14:30:00,2022-06-23 14:40:00,33052.8,33189.00000000001,32962.0,33189.00000000001,TARGET HIT
2022-06-27,2022-06-27 10:30:00,2022-06-27 10:35:00,2022-06-27 10:40:00,33930.2,33969.34999999999,33904.1,33969.34999999999,TARGET HIT
2022-06-28,2022-06-28 13:25:00,2022-06-28 13:30:00,2022-06-28 13:45:00,33580.8,33647.25000000001,33536.5,33647.25000000001,TARGET HIT
2022-06-30,2022-06-30 10:35:00,2022-06-30 10:40:00,2022-06-30 10:40:00,33422.2,33474.84999999999,33387.1,33474.84999999999,TARGET HIT
2022-07-04,2022-07-04 10:20:00,2022-07-04 10:25:00,2022-07-04 10:25:00,33668.9,33651.9,33651.9,33694.4,SL HIT
2022-07-05,2022-07-05 14:30:00,2022-07-05 14:35:00,2022-07-05 14:35:00,34082.1,34056.4,34056.4,34120.649999999994,SL HIT
2022-07-07,2022-07-07 13:50:00,2022-07-07 13:55:00,2022-07-07 13:55:00,34849.9,34809.9,34809.9,34909.9,SL HIT
2022-07-11,2022-07-11 14:30:00,2022-07-11 14:35:00,2022-07-11 14:40:00,35524.5,35485.9,35485.9,35582.399999999994,SL HIT
2022-07-12,2022-07-12 15:05:00,2022-07-12 15:10:00,2022-07-12 15:10:00,35202.1,35170.6,35170.6,35249.35,SL HIT
2022-07-13,2022-07-13 11:15:00,2022-07-13 11:20:00,2022-07-13 11:45:00,35075.2,35032.7,35032.7,35138.95,SL HIT
2022-07-19,2022-07-19 12:25:00,2022-07-19 12:30:00,2022-07-19 12:50:00,35595.6,35556.6,35556.6,35654.1,SL HIT
2022-07-21,2022-07-21 11:50:00,2022-07-21 11:55:00,2022-07-21 12:00:00,36287.9,36266.8,36266.8,36319.55,SL HIT
2022-07-22,2022-07-22 12:30:00,2022-07-22 12:35:00,2022-07-22 12:40:00,36686.3,36725.15000000001,36660.4,36725.15000000001,TARGET HIT
2022-07-25,2022-07-25 10:45:00,2022-07-25 10:50:00,2022-07-25 11:05:00,36594.1,36544.1,36544.1,36669.1,SL HIT
2022-07-27,2022-07-27 10:25:00,2022-07-27 10:35:00,2022-07-27 10:35:00,36515.2,36482.9,36482.9,36563.649999999994,SL HIT
2022-07-29,2022-07-29 10:50:00,2022-07-29 11:05:00,2022-07-29 11:05:00,37412.9,37355.1,37355.1,37499.600000000006,SL HIT
2022-08-01,2022-08-01 11:05:00,2022-08-01 11:10:00,2022-08-01 11:15:00,37750.8,37708.9,37708.9,37813.65000000001,SL HIT
2022-08-02,2022-08-02 11:55:00,2022-08-02 12:00:00,2022-08-02 12:05:00,38015.4,37975.0,37975.0,38076.0,SL HIT
2022-08-03,2022-08-03 10:15:00,2022-08-03 12:50:00,2022-08-03 13:35:00,37879.2,37811.1,37811.1,37981.34999999999,SL HIT
2022-08-04,2022-08-04 12:55:00,2022-08-04 13:00:00,2022-08-04 13:05:00,37721.6,37677.4,37677.4,37787.899999999994,SL HIT
2022-08-05,2022-08-05 11:40:00,2022-08-05 11:45:00,2022-08-05 12:00:00,38051.1,38113.04999999999,38009.8,38113.04999999999,TARGET HIT
2022-08-08,2022-08-08 10:35:00,2022-08-08 10:40:00,2022-08-08 11:15:00,38118.6,38063.1,38063.1,38201.85,SL HIT
2022-08-18,2022-08-18 12:00:00,2022-08-18 12:05:00,2022-08-18 13:05:00,39365.2,39451.74999999999,39307.5,39451.74999999999,TARGET HIT
2022-08-23,2022-08-23 10:40:00,2022-08-23 10:45:00,2022-08-23 11:05:00,38317.1,38228.0,38228.0,38450.75,SL HIT
2022-08-24,2022-08-24 14:25:00,2022-08-24 14:30:00,2022-08-24 14:35:00,38843.9,38898.8,38807.3,38898.8,TARGET HIT
2022-08-26,2022-08-26 11:35:00,2022-08-26 11:40:00,2022-08-26 11:40:00,39110.4,39074.9,39074.9,39163.65,SL HIT
2022-09-01,2022-09-01 10:50:00,2022-09-01 10:55:00,2022-09-01 11:00:00,39554.2,39507.2,39507.2,39624.7,SL HIT
2022-09-05,2022-09-05 10:25:00,2022-09-05 10:50:00,2022-09-05 10:55:00,39798.9,39773.1,39773.1,39837.600000000006,SL HIT
2022-09-06,2022-09-06 10:50:00,2022-09-06 10:55:00,2022-09-06 11:05:00,39704.1,39759.149999999994,39667.4,39759.149999999994,TARGET HIT
2022-09-07,2022-09-07 10:15:00,2022-09-07 10:25:00,2022-09-07 10:35:00,39456.4,39413.6,39413.6,39520.600000000006,SL HIT
2022-09-09,2022-09-09 13:40:00,2022-09-09 13:45:00,2022-09-09 13:45:00,40346.3,40404.95000000001,40307.2,40404.95000000001,TARGET HIT
2022-09-14,2022-09-14 14:15:00,2022-09-14 14:20:00,2022-09-14 14:20:00,41528.7,41578.649999999994,41495.4,41578.649999999994,TARGET HIT
2022-09-15,2022-09-15 10:50:00,2022-09-15 10:55:00,2022-09-15 11:05:00,41253.1,41182.9,41182.9,41358.399999999994,SL HIT
2022-09-16,2022-09-16 13:20:00,2022-09-16 13:25:00,2022-09-16 13:30:00,40846.3,40775.9,40775.9,40951.90000000001,SL HIT
2022-09-19,2022-09-19 10:30:00,2022-09-19 10:35:00,2022-09-19 10:35:00,41072.4,41028.6,41028.6,41138.100000000006,SL HIT
2022-09-21,2022-09-21 10:45:00,2022-09-21 10:50:00,2022-09-21 11:05:00,41341.1,41311.4,41311.4,41385.649999999994,SL HIT
2022-09-22,2022-09-22 10:20:00,2022-09-22 10:25:00,2022-09-22 10:25:00,40820.2,40763.1,40763.1,40905.84999999999,SL HIT
2022-09-23,2022-09-23 10:45:00,2022-09-23 10:50:00,2022-09-23 11:15:00,39799.6,39726.4,39726.4,39909.399999999994,SL HIT
2022-09-26,2022-09-26 11:45:00,2022-09-26 11:50:00,2022-09-26 12:05:00,38639.8,38747.65000000001,38567.9,38747.65000000001,TARGET HIT
2022-09-27,2022-09-27 13:35:00,2022-09-27 13:45:00,2022-09-27 14:10:00,38629.7,38553.4,38553.4,38744.149999999994,SL HIT
2022-09-28,2022-09-28 13:10:00,2022-09-28 13:15:00,2022-09-28 13:20:00,38195.6,38269.7,38146.2,38269.7,TARGET HIT
2022-09-29,2022-09-29 10:30:00,2022-09-29 10:35:00,2022-09-29 10:45:00,37997.2,37956.9,37956.9,38057.649999999994,SL HIT
2022-09-30,2022-09-30 11:35:00,2022-09-30 11:40:00,2022-09-30 11:45:00,38348.3,38306.8,38306.8,38410.55,SL HIT
2022-10-03,2022-10-03 10:15:00,2022-10-03 10:20:00,2022-10-03 11:20:00,38238.1,38358.1,38158.1,38358.1,TARGET HIT
2022-10-07,2022-10-07 10:15:00,2022-10-07 13:50:00,2022-10-07 13:50:00,38983.8,38931.6,38931.6,39062.100000000006,SL HIT
2022-10-10,2022-10-10 14:10:00,2022-10-10 14:15:00,2022-10-10 14:30:00,38917.6,39025.149999999994,38845.9,39025.149999999994,TARGET HIT
2022-10-13,2022-10-13 11:05:00,2022-10-13 14:05:00,2022-10-13 14:05:00,38708.0,38673.6,38673.6,38759.600000000006,SL HIT
2022-10-14,2022-10-14 11:00:00,2022-10-14 11:10:00,2022-10-14 11:30:00,39312.4,39413.95000000001,39244.7,39413.95000000001,TARGET HIT
2022-10-18,2022-10-18 10:40:00,2022-10-18 10:45:00,2022-10-18 11:00:00,40306.6,40241.8,40241.8,40403.79999999999,SL HIT
2022-10-19,2022-10-19 13:30:00,2022-10-19 14:10:00,2022-10-19 14:10:00,40387.8,40440.90000000001,40352.4,40440.90000000001,TARGET HIT
2022-10-20,2022-10-20 11:25:00,2022-10-20 11:55:00,2022-10-20 12:05:00,39943.0,39872.2,39872.2,40049.200000000004,SL HIT
2022-10-21,2022-10-21 14:35:00,2022-10-21 14:40:00,2022-10-21 14:40:00,40716.6,40672.6,40672.6,40782.6,SL HIT
2022-10-28,2022-10-28 11:45:00,2022-10-28 11:50:00,2022-10-28 12:00:00,41022.0,40954.6,40954.6,41123.100000000006,SL HIT
2022-11-11,2022-11-11 12:00:00,2022-11-11 12:15:00,2022-11-11 12:15:00,42237.9,42306.3,42192.3,42306.3,TARGET HIT
2022-11-14,2022-11-14 10:15:00,2022-11-14 10:20:00,2022-11-14 10:25:00,42033.7,41983.4,41983.4,42109.149999999994,SL HIT
2022-12-01,2022-12-01 13:35:00,2022-12-01 13:40:00,2022-12-01 13:50:00,43201.9,43145.4,43145.4,43286.65,SL HIT
2022-12-08,2022-12-08 10:20:00,2022-12-08 10:25:00,2022-12-08 10:35:00,43370.4,43345.4,43345.4,43407.9,SL HIT
2022-12-16,2022-12-16 14:40:00,2022-12-16 14:45:00,2022-12-16 14:50:00,43212.4,43170.9,43170.9,43274.65,SL HIT
2022-12-22,2022-12-22 14:05:00,2022-12-22 14:10:00,2022-12-22 14:40:00,42549.4,42459.9,42459.9,42683.65,SL HIT
2022-12-26,2022-12-26 14:25:00,2022-12-26 14:30:00,2022-12-26 14:30:00,42572.9,42667.100000000006,42510.1,42667.100000000006,TARGET HIT
2022-12-27,2022-12-27 15:00:00,2022-12-27 15:10:00,2022-12-27 15:25:00,42843.0,42876.2,42729.7,43012.950000000004,EOD EXIT
2022-12-28,2022-12-28 11:25:00,2022-12-28 11:40:00,2022-12-28 12:20:00,42990.4,42951.2,42951.2,43049.20000000001,SL HIT
2023-01-04,2023-01-04 11:25:00,2023-01-04 11:30:00,2023-01-04 11:45:00,43135.4,43107.3,43107.3,43177.55,SL HIT
2023-01-05,2023-01-05 10:20:00,2023-01-05 10:25:00,2023-01-05 10:30:00,42852.8,42813.4,42813.4,42911.90000000001,SL HIT
2023-01-06,2023-01-06 13:40:00,2023-01-06 13:45:00,2023-01-06 13:45:00,41999.6,42049.399999999994,41966.4,42049.399999999994,TARGET HIT
2023-01-09,2023-01-09 11:50:00,2023-01-09 11:55:00,2023-01-09 11:55:00,42689.9,42667.1,42667.1,42724.100000000006,SL HIT
2023-01-11,2023-01-11 11:40:00,2023-01-11 11:45:00,2023-01-11 11:50:00,42121.8,42179.850000000006,42083.1,42179.850000000006,TARGET HIT
2023-01-12,2023-01-12 11:05:00,2023-01-12 11:35:00,2023-01-12 11:40:00,41992.3,41961.9,41961.9,42037.90000000001,SL HIT
2023-01-13,2023-01-13 10:35:00,2023-01-13 11:05:00,2023-01-13 11:30:00,42007.6,41953.1,41953.1,42089.35,SL HIT
2023-01-16,2023-01-16 14:00:00,2023-01-16 14:05:00,2023-01-16 14:25:00,42216.0,42148.4,42148.4,42317.399999999994,SL HIT
2023-01-23,2023-01-23 10:20:00,2023-01-23 10:25:00,2023-01-23 10:40:00,42943.2,42912.6,42912.6,42989.09999999999,SL HIT
2023-01-25,2023-01-25 13:40:00,2023-01-25 13:45:00,2023-01-25 13:45:00,41811.4,41838.100000000006,41793.6,41838.100000000006,TARGET HIT
2023-01-27,2023-01-27 14:35:00,2023-01-27 15:00:00,2023-01-27 15:15:00,40280.5,40376.350000000006,40216.6,40376.350000000006,TARGET HIT
2023-01-30,2023-01-30 10:25:00,2023-01-30 10:30:00,2023-01-30 10:40:00,40280.1,40206.6,40206.6,40390.35,SL HIT
2023-01-31,2023-01-31 10:30:00,2023-01-31 10:35:00,2023-01-31 10:40:00,40416.8,40520.15000000001,40347.9,40520.15000000001,TARGET HIT
2023-02-01,2023-02-01 10:40:00,2023-02-01 10:45:00,2023-02-01 11:10:00,41257.5,41183.2,41183.2,41368.950000000004,SL HIT
2023-02-02,2023-02-02 10:40:00,2023-02-02 10:45:00,2023-02-02 10:45:00,40229.9,40351.25,40149.0,40351.25,TARGET HIT
2023-02-03,2023-02-03 11:30:00,2023-02-03 11:35:00,2023-02-03 11:45:00,40693.6,40819.29999999999,40609.8,40819.29999999999,TARGET HIT
2023-02-07,2023-02-07 13:05:00,2023-02-07 13:10:00,2023-02-07 13:25:00,41153.9,41242.100000000006,41095.1,41242.100000000006,TARGET HIT
2023-02-09,2023-02-09 14:30:00,2023-02-09 14:35:00,2023-02-09 14:45:00,41531.8,41497.4,41497.4,41583.40000000001,SL HIT
2023-02-14,2023-02-14 14:15:00,2023-02-14 14:20:00,2023-02-14 14:35:00,41639.5,41699.350000000006,41599.6,41699.350000000006,TARGET HIT
2023-02-21,2023-02-21 12:10:00,2023-02-21 14:00:00,2023-02-21 14:20:00,40771.6,40697.1,40697.1,40883.35,SL HIT
2023-02-22,2023-02-22 11:35:00,2023-02-22 11:40:00,2023-02-22 11:40:00,40173.5,40122.4,40122.4,40250.149999999994,SL HIT
2023-02-23,2023-02-23 10:45:00,2023-02-23 13:45:00,2023-02-23 14:25:00,40083.8,40007.4,40007.4,40198.40000000001,SL HIT
2023-02-27,2023-02-27 10:40:00,2023-02-27 10:45:00,2023-02-27 10:50:00,39932.9,39878.3,39878.3,40014.8,SL HIT
2023-02-28,2023-02-28 14:50:00,2023-02-28 14:55:00,2023-02-28 15:00:00,40226.3,40325.3,40160.3,40325.3,TARGET HIT
2023-03-06,2023-03-06 10:15:00,2023-03-06 10:25:00,2023-03-06 10:25:00,41655.1,41586.3,41586.3,41758.29999999999,SL HIT
2023-03-10,2023-03-10 10:30:00,2023-03-10 10:35:00,2023-03-10 12:10:00,40595.8,40516.8,40516.8,40714.3,SL HIT
2023-03-13,2023-03-13 12:05:00,2023-03-13 12:20:00,2023-03-13 12:20:00,40190.9,40152.6,40152.6,40248.350000000006,SL HIT
2023-03-14,2023-03-14 10:30:00,2023-03-14 10:40:00,2023-03-14 11:00:00,39316.6,39219.4,39219.4,39462.399999999994,SL HIT
2023-03-16,2023-03-16 12:30:00,2023-03-16 12:35:00,2023-03-16 12:35:00,38803.8,38875.65000000001,38755.9,38875.65000000001,TARGET HIT
2023-03-17,2023-03-17 10:50:00,2023-03-17 10:55:00,2023-03-17 11:10:00,39211.9,39147.4,39147.4,39308.65,SL HIT
2023-03-20,2023-03-20 11:25:00,2023-03-20 11:50:00,2023-03-20 11:50:00,39260.9,39206.9,39206.9,39341.9,SL HIT
2023-03-21,2023-03-21 10:50:00,2023-03-21 12:45:00,2023-03-21 12:50:00,39587.2,39690.399999999994,39518.4,39690.399999999994,TARGET HIT
2023-03-24,2023-03-24 11:50:00,2023-03-24 11:55:00,2023-03-24 12:30:00,39721.1,39658.6,39658.6,39814.85,SL HIT
2023-03-29,2023-03-29 10:30:00,2023-03-29 14:00:00,2023-03-29 14:15:00,39901.1,39838.4,39838.4,39995.149999999994,SL HIT
2023-04-06,2023-04-06 12:15:00,2023-04-06 12:20:00,2023-04-06 12:35:00,41123.8,41090.9,41090.9,41173.15000000001,SL HIT
2023-04-10,2023-04-10 14:25:00,2023-04-10 14:35:00,2023-04-10 15:25:00,40811.9,40796.4,40749.9,40904.9,EOD EXIT
2023-04-13,2023-04-13 15:15:00,2023-04-13 15:20:00,2023-04-13 15:20:00,42195.0,42149.9,42149.9,42262.649999999994,SL HIT
2023-04-17,2023-04-17 11:20:00,2023-04-17 11:25:00,2023-04-17 11:35:00,42075.1,42021.9,42021.9,42154.899999999994,SL HIT
2023-04-24,2023-04-24 13:20:00,2023-04-24 13:30:00,2023-04-24 13:30:00,42581.6,42615.2,42559.2,42615.2,TARGET HIT
2023-04-27,2023-04-27 10:15:00,2023-04-27 10:20:00,2023-04-27 10:35:00,42846.1,42891.1,42816.1,42891.1,TARGET HIT
2023-05-05,2023-05-05 12:15:00,2023-05-05 12:30:00,2023-05-05 13:00:00,43245.5,43162.6,43162.6,43369.850000000006,SL HIT
2023-05-09,2023-05-09 10:20:00,2023-05-09 10:25:00,2023-05-09 10:25:00,43451.1,43425.8,43425.8,43489.04999999999,SL HIT
2023-05-10,2023-05-10 14:05:00,2023-05-10 14:10:00,2023-05-10 14:10:00,43221.7,43278.399999999994,43183.9,43278.399999999994,TARGET HIT
2023-05-16,2023-05-16 10:35:00,2023-05-16 10:40:00,2023-05-16 11:05:00,44036.1,44110.04999999999,43986.8,44110.04999999999,TARGET HIT
2023-05-17,2023-05-17 12:30:00,2023-05-17 12:35:00,2023-05-17 12:50:00,43591.9,43523.8,43523.8,43694.05,SL HIT
2023-05-25,2023-05-25 10:25:00,2023-05-25 10:30:00,2023-05-25 11:25:00,43524.8,43470.8,43470.8,43605.8,SL HIT
2023-05-31,2023-05-31 15:20:00,2023-05-31 15:25:00,2023-05-31 15:25:00,44229.6,44175.1,44175.1,44311.35,SL HIT
2023-06-02,2023-06-02 14:35:00,2023-06-02 14:40:00,2023-06-02 14:55:00,43885.7,43947.79999999999,43844.3,43947.79999999999,TARGET HIT
2023-06-19,2023-06-19 13:40:00,2023-06-19 13:55:00,2023-06-19 14:25:00,43569.4,43528.4,43528.4,43630.9,SL HIT
2023-06-27,2023-06-27 14:20:00,2023-06-27 14:35:00,2023-06-27 14:40:00,43996.6,43928.3,43928.3,44099.04999999999,SL HIT
2023-06-28,2023-06-28 15:15:00,2023-06-28 15:20:00,2023-06-28 15:25:00,44347.3,44391.6,44261.5,44476.00000000001,EOD EXIT
2023-06-30,2023-06-30 10:15:00,2023-06-30 10:20:00,2023-06-30 10:20:00,44601.2,44573.4,44573.4,44642.899999999994,SL HIT
2023-07-03,2023-07-03 11:20:00,2023-07-03 11:25:00,2023-07-03 12:05:00,45093.4,45172.0,45041.0,45172.0,TARGET HIT
2023-07-10,2023-07-10 14:55:00,2023-07-10 15:00:00,2023-07-10 15:15:00,44797.5,44894.850000000006,44732.6,44894.850000000006,TARGET HIT
2023-07-13,2023-07-13 15:15:00,2023-07-13 15:20:00,2023-07-13 15:25:00,44681.5,44726.4,44618.4,44776.149999999994,EOD EXIT
2023-07-18,2023-07-18 12:20:00,2023-07-18 12:25:00,2023-07-18 12:30:00,45376.1,45510.5,45286.5,45510.5,TARGET HIT
2023-07-21,2023-07-21 10:25:00,2023-07-21 10:30:00,2023-07-21 11:35:00,46070.6,46027.1,46027.1,46135.85,SL HIT
2023-07-24,2023-07-24 13:05:00,2023-07-24 13:10:00,2023-07-24 13:40:00,46023.4,45967.4,45967.4,46107.4,SL HIT
2023-07-25,2023-07-25 13:25:00,2023-07-25 13:30:00,2023-07-25 13:30:00,45718.1,45664.9,45664.9,45797.899999999994,SL HIT
2023-07-27,2023-07-27 12:45:00,2023-07-27 12:50:00,2023-07-27 12:55:00,45831.8,45781.1,45781.1,45907.850000000006,SL HIT
2023-08-03,2023-08-03 12:55:00,2023-08-03 13:05:00,2023-08-03 13:20:00,44533.3,44462.7,44462.7,44639.20000000001,SL HIT
2023-08-04,2023-08-04 10:15:00,2023-08-04 10:20:00,2023-08-04 10:30:00,44666.6,44627.8,44627.8,44724.79999999999,SL HIT
2023-08-07,2023-08-07 14:40:00,2023-08-07 14:45:00,2023-08-07 14:45:00,44886.8,44863.9,44863.9,44921.15000000001,SL HIT
2023-08-08,2023-08-08 11:40:00,2023-08-08 11:45:00,2023-08-08 11:55:00,44952.4,44916.8,44916.8,45005.8,SL HIT
2023-08-10,2023-08-10 11:00:00,2023-08-10 11:05:00,2023-08-10 11:10:00,44646.2,44588.8,44588.8,44732.29999999999,SL HIT
2023-08-14,2023-08-14 14:25:00,2023-08-14 14:30:00,2023-08-14 14:50:00,44114.6,44180.149999999994,44070.9,44180.149999999994,TARGET HIT
2023-08-23,2023-08-23 13:05:00,2023-08-23 13:15:00,2023-08-23 13:15:00,44390.4,44357.0,44357.0,44440.5,SL HIT
2023-08-25,2023-08-25 11:35:00,2023-08-25 11:40:00,2023-08-25 12:10:00,44266.4,44337.350000000006,44219.1,44337.350000000006,TARGET HIT
2023-09-04,2023-09-04 10:15:00,2023-09-04 10:20:00,2023-09-04 10:30:00,44425.1,44372.4,44372.4,44504.149999999994,SL HIT
2023-09-08,2023-09-08 12:15:00,2023-09-08 12:35:00,2023-09-08 13:15:00,45136.5,45092.2,45092.2,45202.950000000004,SL HIT
2023-09-11,2023-09-11 10:40:00,2023-09-11 10:45:00,2023-09-11 10:45:00,45395.8,45379.0,45379.0,45421.00000000001,SL HIT
2023-09-12,2023-09-12 11:15:00,2023-09-12 11:20:00,2023-09-12 11:35:00,45587.0,45537.8,45537.8,45660.799999999996,SL HIT
2023-09-14,2023-09-14 10:40:00,2023-09-14 10:55:00,2023-09-14 12:35:00,45940.0,45841.4,45841.4,46087.899999999994,SL HIT
2023-09-15,2023-09-15 12:40:00,2023-09-15 12:45:00,2023-09-15 13:10:00,46089.0,46135.799999999996,46057.8,46135.799999999996,TARGET HIT
2023-09-20,2023-09-20 10:55:00,2023-09-20 11:00:00,2023-09-20 11:00:00,45544.6,45521.1,45521.1,45579.85,SL HIT
2023-09-28,2023-09-28 11:00:00,2023-09-28 11:05:00,2023-09-28 11:05:00,44577.4,44541.9,44541.9,44630.65,SL HIT
2023-10-05,2023-10-05 11:05:00,2023-10-05 11:10:00,2023-10-05 11:20:00,44295.1,44330.2,44271.7,44330.2,TARGET HIT
2023-10-16,2023-10-16 10:20:00,2023-10-16 10:25:00,2023-10-16 11:10:00,44231.9,44162.6,44162.6,44335.850000000006,SL HIT
2023-10-18,2023-10-18 11:45:00,2023-10-18 11:50:00,2023-10-18 11:55:00,43940.8,43900.4,43900.4,44001.40000000001,SL HIT
2023-10-19,2023-10-19 11:40:00,2023-10-19 11:45:00,2023-10-19 12:20:00,43923.6,43883.0,43883.0,43984.5,SL HIT
2023-10-25,2023-10-25 10:15:00,2023-10-25 10:20:00,2023-10-25 10:25:00,43343.8,43310.8,43310.8,43393.3,SL HIT
2023-10-30,2023-10-30 11:50:00,2023-10-30 11:55:00,2023-10-30 12:00:00,42856.1,42924.04999999999,42810.8,42924.04999999999,TARGET HIT
2023-10-31,2023-10-31 10:30:00,2023-10-31 10:35:00,2023-10-31 11:40:00,42999.2,42938.2,42938.2,43090.7,SL HIT
2023-11-02,2023-11-02 12:20:00,2023-11-02 12:25:00,2023-11-02 13:30:00,42913.2,42854.1,42854.1,43001.84999999999,SL HIT
2023-11-13,2023-11-13 10:40:00,2023-11-13 10:45:00,2023-11-13 10:55:00,43728.1,43763.35,43704.6,43763.35,TARGET HIT
2023-11-17,2023-11-17 10:15:00,2023-11-17 10:25:00,2023-11-17 14:50:00,43714.6,43564.4,43564.4,43939.899999999994,SL HIT
2023-11-20,2023-11-20 10:25:00,2023-11-20 10:30:00,2023-11-20 10:40:00,43716.9,43667.0,43667.0,43791.75,SL HIT
2023-11-22,2023-11-22 12:25:00,2023-11-22 12:30:00,2023-11-22 13:20:00,43274.9,43336.4,43233.9,43336.4,TARGET HIT
2023-12-01,2023-12-01 10:35:00,2023-12-01 10:40:00,2023-12-01 10:40:00,44893.9,44869.4,44869.4,44930.65,SL HIT
2023-12-04,2023-12-04 14:10:00,2023-12-04 14:15:00,2023-12-04 14:20:00,46167.9,46137.5,46137.5,46213.5,SL HIT
2023-12-05,2023-12-05 10:35:00,2023-12-05 10:40:00,2023-12-05 11:10:00,47143.8,47003.7,47003.7,47353.95000000001,SL HIT
2023-12-07,2023-12-07 11:10:00,2023-12-07 11:15:00,2023-12-07 11:15:00,46874.8,46844.6,46844.6,46920.100000000006,SL HIT
2023-12-08,2023-12-08 10:35:00,2023-12-08 10:40:00,2023-12-08 10:40:00,47103.7,47145.24999999999,47076.0,47145.24999999999,TARGET HIT
2023-12-15,2023-12-15 15:20:00,2023-12-15 15:25:00,2023-12-15 15:25:00,48158.2,48072.4,48072.4,48286.899999999994,SL HIT
2023-12-18,2023-12-18 11:00:00,2023-12-18 11:05:00,2023-12-18 11:05:00,47994.5,47975.2,47975.2,48023.450000000004,SL HIT
2023-12-21,2023-12-21 10:20:00,2023-12-21 10:45:00,2023-12-21 11:00:00,47294.2,47386.149999999994,47232.9,47386.149999999994,TARGET HIT
2023-12-22,2023-12-22 15:05:00,2023-12-22 15:10:00,2023-12-22 15:15:00,47504.4,47439.3,47439.3,47602.05,SL HIT
