Timestamp,Open,High,Low,Close,Volume
2017-07-17 09:10:00,24011.4,24011.4,24011.4,24011.4,0
2017-07-17 09:15:00,24011.4,24014.4,23963.2,23992.1,0
2017-07-17 09:20:00,23991.7,23994.2,23954.1,23984.0,0
2017-07-17 09:25:00,23984.6,23995.2,23967.9,23975.3,0
2017-07-17 09:30:00,23974.9,23984.8,23941.6,23943.7,0
2017-07-17 09:35:00,23941.1,23943.8,23921.2,23936.8,0
2017-07-17 09:40:00,23935.8,23936.4,23919.3,23920.9,0
2017-07-17 09:45:00,23919.8,23965.5,23914.4,23962.8,0
2017-07-17 09:50:00,23962.6,23983.8,23961.1,23983.1,0
2017-07-17 09:55:00,23983.2,23986.6,23968.6,23978.7,0
2017-07-17 10:00:00,23976.8,23980.9,23952.1,23966.3,0
2017-07-17 10:05:00,23966.5,23982.4,23965.4,23967.9,0
2017-07-17 10:10:00,23967.3,23971.9,23961.7,23968.1,0
2017-07-17 10:15:00,23968.3,23985.7,23965.4,23985.7,0
2017-07-17 10:20:00,23985.2,23989.4,23977.2,23988.6,0
2017-07-17 10:25:00,23988.6,24000.1,23981.5,23988.9,0
2017-07-17 10:30:00,23989.1,23999.1,23977.8,23998.3,0
2017-07-17 10:35:00,23997.3,24003.2,23991.8,23997.1,0
2017-07-17 10:40:00,23996.8,23999.4,23988.6,23999.2,0
2017-07-17 10:45:00,23998.4,24005.6,23993.6,24004.3,0
2017-07-17 10:50:00,24002.1,24015.3,23998.2,24012.3,0
2017-07-17 10:55:00,24013.2,24021.8,24008.8,24017.8,0
2017-07-17 11:00:00,24017.1,24017.2,24002.9,24002.9,0
2017-07-17 11:05:00,24004.6,24011.5,24000.8,24002.7,0
2017-07-17 11:10:00,24004.5,24010.8,23990.2,23996.4,0
2017-07-17 11:15:00,23997.3,24000.7,23985.4,23992.6,0
2017-07-17 11:20:00,23991.3,23998.8,23986.5,23994.4,0
2017-07-17 11:25:00,23989.3,23995.2,23967.8,23980.1,0
2017-07-17 11:30:00,23980.1,23980.9,23972.2,23976.9,0
2017-07-17 11:35:00,23976.9,23979.2,23964.9,23973.3,0
2017-07-17 11:40:00,23970.9,23983.1,23968.6,23979.7,0
2017-07-17 11:45:00,23978.8,23987.2,23975.1,23978.8,0
2017-07-17 11:50:00,23979.6,23987.9,23978.9,23985.6,0
2017-07-17 11:55:00,23986.0,23990.6,23979.2,23987.1,0
2017-07-17 12:00:00,23987.5,23987.8,23979.6,23983.9,0
2017-07-17 12:05:00,23984.8,23990.0,23978.2,23979.2,0
2017-07-17 12:10:00,23979.2,23985.5,23972.4,23975.1,0
2017-07-17 12:15:00,23975.1,23980.1,23963.8,23970.8,0
2017-07-17 12:20:00,23970.8,23984.5,23967.6,23974.8,0
2017-07-17 12:25:00,23975.7,23992.6,23970.8,23990.8,0
2017-07-17 12:30:00,23991.1,23996.7,23982.3,23985.1,0
2017-07-17 12:35:00,23988.0,23996.2,23984.9,23989.1,0
2017-07-17 12:40:00,23989.6,23997.4,23977.6,23982.3,0
2017-07-17 12:45:00,23982.1,23991.0,23977.1,23982.3,0
2017-07-17 12:50:00,23978.3,23988.3,23976.0,23984.7,0
2017-07-17 12:55:00,23984.8,23992.7,23981.4,23986.6,0
2017-07-17 13:00:00,23987.9,24003.7,23987.2,23994.1,0
2017-07-17 13:05:00,23993.8,24000.3,23982.4,23989.2,0
2017-07-17 13:10:00,23989.2,23998.4,23981.2,23985.8,0
2017-07-17 13:15:00,23985.4,23994.1,23982.0,23984.1,0
2017-07-17 13:20:00,23984.1,23991.2,23981.4,23988.2,0
2017-07-17 13:25:00,23988.0,23990.8,23982.1,23984.7,0
2017-07-17 13:30:00,23985.2,24006.3,23984.1,23998.2,0
