Date,Hammer Time,Open,High,Low,Close,Previous 1Hr Fall,Max Move Next 30 Min,SL Hit,SL Hit Time
2020-12-24,2020-12-24 10:35:00,30366.8,30369.4,30333.3,30357.6,230.5,19.0,True,2020-12-24 10:55:00
2020-12-24,2020-12-24 13:50:00,30479.8,30486.8,30435.8,30484.4,245.4,34.5,False,
2020-12-29,2020-12-29 10:50:00,31124.9,31146.2,31002.6,31145.2,270.1,44.6,False,
2021-01-04,2021-01-04 10:50:00,31287.3,31287.3,31227.6,31268.6,300.0,0.0,True,2021-01-04 10:55:00
2021-01-06,2021-01-06 14:55:00,31830.9,31839.2,31806.0,31839.2,311.6,26.4,True,2021-01-06 15:05:00
2021-01-11,2021-01-11 12:50:00,31990.6,31997.8,31956.7,31981.3,207.3,25.1,True,2021-01-11 13:00:00
2021-01-12,2021-01-12 13:20:00,32310.1,32319.6,32281.9,32316.8,249.3,23.7,True,2021-01-12 13:45:00
2021-01-13,2021-01-13 12:00:00,32356.3,32359.4,32287.1,32353.1,259.1,160.1,False,
2021-01-15,2021-01-15 10:30:00,32254.3,32257.2,32205.6,32244.3,278.7,0.0,True,2021-01-15 10:35:00
2021-01-15,2021-01-15 11:00:00,32250.2,32265.6,32215.1,32261.7,208.0,0.0,True,2021-01-15 11:05:00
2021-01-15,2021-01-15 14:00:00,32254.6,32254.8,32204.8,32251.8,211.6,0.0,True,2021-01-15 14:05:00
2021-01-18,2021-01-18 11:45:00,31958.4,31978.4,31895.8,31969.1,317.9,28.6,True,2021-01-18 11:55:00
2021-01-18,2021-01-18 12:35:00,31864.8,31884.4,31809.2,31875.2,231.7,84.1,False,
2021-01-19,2021-01-19 10:35:00,32114.0,32120.1,32067.9,32104.4,281.3,25.2,True,2021-01-19 11:00:00
2021-01-22,2021-01-22 11:30:00,31669.1,31669.1,31600.7,31651.6,298.0,62.4,False,
2021-01-22,2021-01-22 12:15:00,31628.7,31642.0,31595.8,31639.2,209.9,51.0,True,2021-01-22 12:30:00
2021-01-22,2021-01-22 13:40:00,31213.3,31221.3,31132.7,31197.6,380.6,170.2,False,
2021-01-25,2021-01-25 10:20:00,31548.2,31549.9,31508.9,31538.1,578.8,159.5,False,
2021-01-25,2021-01-25 11:30:00,31497.8,31512.7,31453.6,31512.0,267.4,55.4,True,2021-01-25 11:45:00
2021-01-25,2021-01-25 11:45:00,31460.0,31460.0,31356.0,31431.2,218.0,0.7,True,2021-01-25 11:55:00
2021-01-25,2021-01-25 12:35:00,31467.1,31479.5,31442.9,31478.2,239.0,81.5,False,
2021-01-25,2021-01-25 13:20:00,31554.8,31573.1,31505.0,31573.1,210.0,50.1,True,2021-01-25 13:40:00
2021-01-27,2021-01-27 12:15:00,30764.2,30781.2,30715.8,30775.8,463.1,58.4,True,2021-01-27 12:35:00
2021-01-27,2021-01-27 14:15:00,30260.7,30294.0,30198.9,30284.6,467.3,54.7,True,2021-01-27 14:35:00
2021-01-28,2021-01-28 10:30:00,29943.8,29949.9,29875.8,29947.5,330.0,67.7,False,
2021-01-28,2021-01-28 11:00:00,29995.2,30004.6,29958.2,30001.8,263.0,48.5,False,
2021-01-28,2021-01-28 13:10:00,29765.6,29767.8,29706.9,29753.6,440.7,361.8,False,
2021-01-28,2021-01-28 14:00:00,29967.8,29969.9,29910.7,29953.7,479.8,218.1,False,
2021-02-01,2021-02-01 11:40:00,31404.3,31430.8,31346.5,31421.2,460.1,208.6,True,2021-02-01 12:10:00
2021-02-01,2021-02-01 12:05:00,31553.8,31574.2,31515.2,31565.6,437.6,0.0,True,2021-02-01 12:10:00
2021-02-01,2021-02-01 14:55:00,32973.2,33014.9,32885.1,33014.9,690.7,290.4,False,
2021-02-02,2021-02-02 10:25:00,34104.0,34104.0,33880.1,34045.6,616.9,102.4,True,2021-02-02 10:40:00
2021-02-02,2021-02-02 11:20:00,34038.4,34061.7,33974.1,34054.5,500.3,40.6,True,2021-02-02 11:30:00
2021-02-02,2021-02-02 11:40:00,33906.8,33908.8,33817.9,33880.8,395.8,0.0,True,2021-02-02 11:45:00
2021-02-02,2021-02-02 12:15:00,34065.5,34068.1,33989.6,34044.4,453.3,0.0,True,2021-02-02 12:20:00
2021-02-02,2021-02-02 13:15:00,34129.3,34130.9,34024.1,34097.6,373.1,149.0,False,
2021-02-02,2021-02-02 14:25:00,34370.7,34372.1,34257.4,34361.2,476.2,30.1,True,2021-02-02 14:45:00
2021-02-03,2021-02-03 14:50:00,34813.6,34814.0,34655.4,34779.5,324.9,68.3,False,
2021-02-04,2021-02-04 12:10:00,34839.4,34844.8,34755.0,34821.6,343.7,240.5,False,
2021-02-04,2021-02-04 12:20:00,34913.5,34925.6,34880.9,34925.6,412.6,136.5,False,
2021-02-04,2021-02-04 12:40:00,34951.1,34953.9,34902.1,34944.9,414.0,48.5,True,2021-02-04 12:55:00
2021-02-04,2021-02-04 14:25:00,35124.6,35138.7,35097.3,35132.0,362.8,0.0,True,2021-02-04 14:30:00
2021-02-05,2021-02-05 10:25:00,36229.9,36244.2,36076.2,36212.3,588.8,215.9,True,2021-02-05 10:50:00
2021-02-05,2021-02-05 10:55:00,36026.4,36026.4,35826.2,36023.3,623.2,223.5,False,
2021-02-05,2021-02-05 11:40:00,36147.9,36155.5,36081.8,36131.1,456.4,106.9,False,
2021-02-05,2021-02-05 12:00:00,36190.6,36197.9,36146.2,36176.3,246.1,16.8,True,2021-02-05 12:15:00
2021-02-08,2021-02-08 10:50:00,36306.9,36311.9,36274.9,36300.8,221.3,44.1,True,2021-02-08 11:00:00
2021-02-08,2021-02-08 11:50:00,36187.8,36212.6,36138.1,36212.6,213.5,65.0,True,2021-02-08 12:05:00
2021-02-08,2021-02-08 12:10:00,36074.6,36074.6,35987.2,36047.1,261.8,0.0,True,2021-02-08 12:15:00
2021-02-08,2021-02-08 13:05:00,36059.8,36066.6,36021.5,36048.4,326.2,85.6,False,
2021-02-08,2021-02-08 13:20:00,36089.9,36106.8,36056.6,36104.4,262.6,7.0,True,2021-02-08 13:35:00
2021-02-09,2021-02-09 10:15:00,35805.2,35830.7,35746.4,35830.7,438.5,406.0,False,
2021-02-09,2021-02-09 11:50:00,36325.7,36335.0,36300.8,36333.9,202.1,42.7,True,2021-02-09 12:05:00
2021-02-10,2021-02-10 12:10:00,35925.6,35929.1,35883.1,35915.2,220.2,0.0,True,2021-02-10 12:15:00
2021-02-10,2021-02-10 14:15:00,35623.1,35623.1,35570.4,35611.3,352.8,127.5,True,2021-02-10 14:45:00
2021-02-10,2021-02-10 14:25:00,35618.4,35632.6,35585.6,35629.6,330.5,109.2,True,2021-02-10 14:45:00
2021-02-11,2021-02-11 10:30:00,35876.4,35888.2,35834.0,35883.7,255.6,23.7,True,2021-02-11 11:00:00
2021-02-11,2021-02-11 13:35:00,35671.6,35676.3,35645.3,35664.3,340.4,0.0,True,2021-02-11 13:40:00
2021-02-11,2021-02-11 14:45:00,35760.6,35767.7,35710.4,35751.1,233.7,45.0,True,2021-02-11 14:55:00
2021-02-12,2021-02-12 11:05:00,36110.2,36111.1,36078.4,36105.7,372.4,102.8,False,
2021-02-15,2021-02-15 10:20:00,36728.1,36737.9,36695.6,36733.4,210.2,58.0,False,
2021-02-15,2021-02-15 14:35:00,37081.6,37099.3,37060.0,37091.7,210.7,148.4,False,
2021-02-16,2021-02-16 11:20:00,37221.8,37234.2,37164.6,37204.3,249.8,52.8,True,2021-02-16 11:50:00
2021-02-16,2021-02-16 13:15:00,36884.9,36908.4,36822.7,36896.7,417.7,142.9,False,
2021-02-16,2021-02-16 14:40:00,37060.5,37071.8,37006.4,37044.0,374.0,108.4,False,
2021-02-17,2021-02-17 14:20:00,36948.7,36969.3,36896.2,36969.3,254.2,79.9,False,
2021-02-18,2021-02-18 11:35:00,36759.4,36764.2,36708.4,36751.6,216.8,0.0,True,2021-02-18 11:40:00
2021-02-18,2021-02-18 11:45:00,36689.1,36702.4,36647.9,36702.3,288.5,46.8,True,2021-02-18 12:15:00
2021-02-18,2021-02-18 12:55:00,36562.6,36576.6,36528.1,36571.4,304.0,0.0,True,2021-02-18 13:00:00
2021-02-18,2021-02-18 13:40:00,36423.0,36435.2,36395.9,36431.9,228.3,0.0,True,2021-02-18 13:45:00
2021-02-19,2021-02-19 11:40:00,36386.9,36395.1,36351.1,36392.2,330.5,113.4,False,
2021-02-22,2021-02-22 10:25:00,35780.4,35796.7,35726.9,35789.8,401.6,118.8,False,
2021-02-23,2021-02-23 11:45:00,35116.7,35116.7,34976.0,35076.1,502.3,206.8,False,
2021-02-23,2021-02-23 13:20:00,35240.3,35279.6,35177.4,35264.7,311.1,49.9,True,2021-02-23 13:35:00
2021-02-25,2021-02-25 13:35:00,36758.8,36785.9,36708.5,36777.0,303.3,8.1,True,2021-02-25 13:55:00
2021-02-26,2021-02-26 10:40:00,35293.9,35294.7,35261.4,35287.1,477.7,50.0,True,2021-02-26 10:55:00
2021-02-26,2021-02-26 11:20:00,35109.5,35111.4,35062.8,35094.9,384.1,29.7,True,2021-02-26 11:30:00
2021-02-26,2021-02-26 11:25:00,35094.6,35124.6,35023.4,35118.8,355.9,0.0,True,2021-02-26 11:30:00
2021-03-01,2021-03-01 10:35:00,35508.9,35516.9,35476.0,35515.1,480.7,51.5,True,2021-03-01 10:45:00
2021-03-01,2021-03-01 11:05:00,35456.1,35466.8,35404.9,35466.5,322.3,13.6,True,2021-03-01 11:20:00
2021-03-01,2021-03-01 11:30:00,35364.3,35377.2,35325.6,35375.2,244.5,95.7,True,2021-03-01 11:40:00
2021-03-01,2021-03-01 11:45:00,35223.8,35228.1,35155.4,35208.9,308.9,50.2,True,2021-03-01 12:00:00
2021-03-01,2021-03-01 13:20:00,35264.0,35264.0,35206.3,35252.1,358.8,193.8,False,
2021-03-02,2021-03-02 13:35:00,35057.3,35087.6,35002.4,35081.2,226.1,253.2,False,
2021-03-02,2021-03-02 14:20:00,35224.4,35241.2,35190.4,35236.1,332.0,18.8,True,2021-03-02 14:45:00
2021-03-04,2021-03-04 14:10:00,36069.2,36080.8,36042.4,36075.1,310.0,76.2,True,2021-03-04 14:35:00
2021-03-04,2021-03-04 14:25:00,36082.6,36092.9,36056.0,36090.0,260.7,0.0,True,2021-03-04 14:30:00
2021-03-04,2021-03-04 14:45:00,35955.6,35966.6,35875.6,35934.7,210.4,40.7,True,2021-03-04 15:00:00
2021-03-05,2021-03-05 12:40:00,35374.4,35389.1,35350.6,35385.5,231.5,62.9,True,2021-03-05 13:00:00
2021-03-05,2021-03-05 13:05:00,35337.6,35387.4,35265.9,35368.6,233.0,55.7,True,2021-03-05 13:35:00
2021-03-05,2021-03-05 13:55:00,35088.1,35146.2,35003.4,35120.8,362.4,6.6,True,2021-03-05 14:05:00
2021-03-05,2021-03-05 14:15:00,35001.4,35043.0,34930.2,35026.7,531.1,150.7,False,
2021-03-05,2021-03-05 14:40:00,35096.8,35107.3,35045.0,35104.1,385.2,211.5,False,
2021-03-08,2021-03-08 11:10:00,35330.6,35358.9,35291.2,35345.1,677.2,67.1,False,
2021-03-08,2021-03-08 11:50:00,35325.2,35340.6,35295.4,35337.2,222.1,18.7,True,2021-03-08 12:00:00
2021-03-08,2021-03-08 14:35:00,35466.2,35467.8,35403.0,35463.9,444.0,83.2,True,2021-03-08 14:50:00
2021-03-08,2021-03-08 14:55:00,35372.2,35387.9,35318.6,35384.6,453.8,0.0,True,2021-03-08 15:00:00
2021-03-09,2021-03-09 10:15:00,35753.9,35774.6,35716.4,35769.9,300.0,28.0,False,
2021-03-09,2021-03-09 10:55:00,35765.1,35772.9,35724.3,35770.8,256.0,122.1,False,
2021-03-10,2021-03-10 10:15:00,36076.2,36088.1,36052.1,36088.1,213.5,0.0,True,2021-03-10 10:20:00
2021-03-10,2021-03-10 13:10:00,35970.4,35979.4,35926.6,35978.3,215.8,63.3,True,2021-03-10 13:30:00
2021-03-10,2021-03-10 13:35:00,35925.1,35925.7,35865.0,35907.6,209.8,87.0,False,
2021-03-12,2021-03-12 13:55:00,35708.1,35708.4,35611.6,35681.9,730.4,0.0,True,2021-03-12 14:00:00
2021-03-15,2021-03-15 13:00:00,34497.8,34497.8,34430.6,34492.5,241.3,104.4,False,
2021-03-16,2021-03-16 11:05:00,35245.5,35254.9,35232.1,35250.6,333.3,4.5,True,2021-03-16 11:15:00
2021-03-16,2021-03-16 11:20:00,35131.8,35155.7,35084.4,35153.9,252.3,0.0,True,2021-03-16 11:25:00
2021-03-16,2021-03-16 13:00:00,35086.1,35103.3,35036.9,35102.9,283.1,0.0,True,2021-03-16 13:05:00
2021-03-16,2021-03-16 13:15:00,34929.6,34929.6,34809.2,34909.9,321.3,17.0,True,2021-03-16 13:35:00
2021-03-18,2021-03-18 10:25:00,34611.9,34614.4,34548.0,34593.4,215.7,0.0,True,2021-03-18 10:30:00
2021-03-18,2021-03-18 11:20:00,34494.2,34496.5,34461.4,34495.4,213.7,32.3,True,2021-03-18 11:40:00
2021-03-18,2021-03-18 13:25:00,34044.3,34044.8,33950.1,34016.4,604.1,0.0,True,2021-03-18 13:30:00
2021-03-18,2021-03-18 14:20:00,33670.3,33708.5,33612.6,33692.8,531.3,224.7,False,
2021-03-19,2021-03-19 10:50:00,33875.2,33890.2,33811.1,33884.6,326.0,237.4,False,
2021-03-19,2021-03-19 12:50:00,33702.8,33716.8,33647.4,33688.1,288.1,0.0,True,2021-03-19 12:55:00
2021-03-22,2021-03-22 10:15:00,33996.9,34005.0,33947.9,34002.7,396.9,0.0,True,2021-03-22 10:20:00
2021-03-22,2021-03-22 12:20:00,33688.4,33693.6,33633.4,33671.9,301.5,7.0,True,2021-03-22 12:35:00
2021-03-23,2021-03-23 10:30:00,33741.6,33741.6,33658.5,33728.8,223.0,571.0,False,
2021-03-23,2021-03-23 13:05:00,33896.7,33896.7,33837.7,33884.8,277.9,80.3,False,
2021-03-23,2021-03-23 14:00:00,33974.8,33984.9,33923.6,33962.8,236.5,284.4,False,
2021-03-24,2021-03-24 11:10:00,33511.4,33513.1,33421.8,33496.9,271.6,31.5,True,2021-03-24 11:25:00
2021-03-24,2021-03-24 11:55:00,33593.1,33593.1,33537.6,33586.2,223.7,43.0,False,
2021-03-24,2021-03-24 12:40:00,33625.9,33634.2,33594.9,33616.7,262.8,0.0,True,2021-03-24 12:45:00
2021-03-25,2021-03-25 10:20:00,32907.9,32910.5,32853.0,32897.7,230.5,38.5,True,2021-03-25 10:50:00
2021-03-25,2021-03-25 11:15:00,32768.6,32788.4,32738.1,32782.6,228.6,79.2,False,
2021-03-25,2021-03-25 13:30:00,32832.8,32842.7,32744.6,32811.9,380.8,477.3,False,
2021-03-25,2021-03-25 14:05:00,33280.1,33309.4,33185.1,33250.1,809.6,0.0,True,2021-03-25 14:10:00
2021-03-25,2021-03-25 14:35:00,33172.0,33173.6,33108.9,33153.9,525.8,396.2,True,2021-03-25 15:00:00
2021-03-26,2021-03-26 10:35:00,33363.6,33385.4,33335.6,33376.6,372.1,82.8,True,2021-03-26 10:55:00
2021-03-26,2021-03-26 12:00:00,33456.9,33476.4,33417.9,33474.9,328.1,39.4,True,2021-03-26 12:20:00
2021-03-30,2021-03-30 14:20:00,33928.8,33963.1,33859.4,33963.1,326.0,13.1,False,
2021-03-31,2021-03-31 11:00:00,33237.6,33250.8,33198.6,33248.4,286.9,49.2,True,2021-03-31 11:30:00
2021-03-31,2021-03-31 12:45:00,33384.4,33395.6,33327.1,33367.1,207.9,126.0,True,2021-03-31 13:15:00
2021-03-31,2021-03-31 12:55:00,33373.9,33379.2,33346.9,33368.4,207.9,124.7,True,2021-03-31 13:15:00
2021-04-01,2021-04-01 11:25:00,33271.6,33273.7,33237.9,33264.1,215.6,116.5,False,
2021-04-01,2021-04-01 13:30:00,33515.7,33520.4,33474.5,33505.7,324.5,59.3,False,
2021-04-01,2021-04-01 14:55:00,33770.9,33787.1,33656.2,33744.4,405.5,204.7,False,
2021-04-05,2021-04-05 11:30:00,32514.4,32554.4,32452.8,32541.6,298.6,124.1,False,
2021-04-05,2021-04-05 12:20:00,32644.1,32659.3,32615.2,32654.8,228.1,109.8,False,
2021-04-05,2021-04-05 14:00:00,32695.6,32728.8,32645.2,32719.8,272.5,109.0,False,
2021-04-06,2021-04-06 10:20:00,32673.9,32683.8,32592.8,32654.8,669.2,215.3,False,
2021-04-07,2021-04-07 11:20:00,32910.6,32928.3,32869.9,32928.3,449.0,58.9,False,
2021-04-07,2021-04-07 12:55:00,33160.7,33168.9,33115.5,33149.0,293.6,42.7,True,2021-04-07 13:15:00
2021-04-07,2021-04-07 14:15:00,33012.9,33012.9,32975.8,33004.6,290.2,84.2,False,
2021-04-07,2021-04-07 14:45:00,33009.4,33009.4,32945.8,32992.7,212.9,7.1,True,2021-04-07 14:55:00
2021-04-08,2021-04-08 13:45:00,33205.6,33209.0,33171.4,33198.3,315.7,0.0,True,2021-04-08 13:50:00
2021-04-09,2021-04-09 14:00:00,32477.8,32499.0,32418.3,32499.0,277.2,61.3,False,
2021-04-12,2021-04-12 13:50:00,30694.2,30716.2,30657.0,30706.4,216.4,116.7,False,
2021-04-12,2021-04-12 14:40:00,30565.3,30595.6,30534.6,30580.6,302.8,198.0,False,
2021-04-13,2021-04-13 12:55:00,31285.5,31292.7,31236.4,31292.7,305.8,0.0,True,2021-04-13 13:00:00
2021-04-15,2021-04-15 12:20:00,31810.9,31839.1,31765.1,31825.4,553.3,88.4,False,
2021-04-15,2021-04-15 12:30:00,31802.6,31841.6,31723.6,31841.6,541.8,125.0,False,
2021-04-16,2021-04-16 10:25:00,32215.3,32215.3,32156.4,32200.1,270.7,20.0,True,2021-04-16 10:40:00
2021-04-19,2021-04-19 12:00:00,30632.8,30644.3,30603.1,30643.4,249.2,36.8,False,
2021-04-19,2021-04-19 13:10:00,30749.0,30750.9,30709.3,30738.3,222.9,100.0,False,
2021-04-19,2021-04-19 13:40:00,30752.1,30767.8,30711.3,30763.2,269.8,304.9,False,
2021-04-19,2021-04-19 14:45:00,30922.7,30923.2,30840.9,30897.5,325.9,382.3,False,
2021-04-20,2021-04-20 12:45:00,31258.7,31287.6,31184.5,31285.4,279.1,109.5,False,
2021-04-20,2021-04-20 13:00:00,31279.7,31300.8,31234.6,31300.8,324.9,135.4,False,
2021-04-20,2021-04-20 13:05:00,31304.4,31323.3,31278.6,31317.3,307.8,118.9,False,
2021-04-20,2021-04-20 13:30:00,31361.7,31372.4,31300.7,31345.1,251.7,28.4,True,2021-04-20 13:50:00
2021-04-20,2021-04-20 14:25:00,31164.5,31174.9,31085.3,31143.2,312.3,14.5,True,2021-04-20 14:35:00
2021-04-22,2021-04-22 10:35:00,31044.2,31045.4,30999.6,31033.5,356.3,0.0,True,2021-04-22 10:40:00
2021-04-22,2021-04-22 11:05:00,30948.1,30967.2,30924.9,30959.1,282.5,216.7,False,
2021-04-22,2021-04-22 11:55:00,31339.4,31343.4,31295.7,31325.9,443.2,0.0,True,2021-04-22 12:00:00
2021-04-22,2021-04-22 12:30:00,31383.8,31408.1,31308.3,31400.3,349.7,128.3,False,
2021-04-22,2021-04-22 14:25:00,31560.2,31578.4,31506.2,31575.9,298.1,173.2,False,
2021-04-22,2021-04-22 14:35:00,31674.9,31691.5,31640.2,31686.2,311.5,148.3,False,
2021-04-23,2021-04-23 10:35:00,31922.5,31927.9,31845.1,31907.4,607.0,94.4,False,
2021-04-23,2021-04-23 11:40:00,32115.6,32115.6,32050.7,32108.9,322.2,12.4,True,2021-04-23 11:50:00
2021-04-23,2021-04-23 14:50:00,31640.6,31656.4,31594.7,31651.8,348.7,182.0,False,
2021-04-27,2021-04-27 11:05:00,32499.8,32508.7,32481.1,32507.1,222.2,36.1,True,2021-04-27 11:20:00
2021-04-28,2021-04-28 13:25:00,33520.7,33524.1,33469.4,33510.4,305.6,151.0,False,
2021-04-28,2021-04-28 14:45:00,33707.4,33716.9,33689.0,33712.6,268.4,65.1,True,2021-04-28 15:15:00
2021-04-29,2021-04-29 11:30:00,33626.1,33626.1,33519.6,33600.2,411.0,148.2,False,
2021-04-29,2021-04-29 12:30:00,33696.2,33704.4,33613.8,33687.5,228.8,217.3,False,
2021-04-29,2021-04-29 12:55:00,33875.3,33879.1,33824.4,33862.2,303.7,95.4,True,2021-04-29 13:10:00
2021-04-29,2021-04-29 13:45:00,33826.4,33847.2,33758.3,33804.0,297.2,24.1,True,2021-04-29 13:55:00
2021-04-29,2021-04-29 14:20:00,33723.1,33749.9,33678.3,33743.4,425.6,89.2,False,
2021-04-29,2021-04-29 14:55:00,33773.5,33776.8,33654.9,33748.3,337.8,45.9,False,
2021-04-30,2021-04-30 14:15:00,32876.5,32878.9,32757.2,32840.2,374.9,163.7,False,
2021-05-03,2021-05-03 10:55:00,32422.0,32423.9,32362.4,32412.8,359.2,61.3,False,
2021-05-03,2021-05-03 11:35:00,32323.5,32326.8,32280.2,32314.7,283.7,0.0,True,2021-05-03 11:40:00
2021-05-03,2021-05-03 13:20:00,32108.2,32109.7,31906.6,32063.1,231.8,49.0,False,
2021-05-03,2021-05-03 13:30:00,32049.1,32087.8,31987.4,32069.8,435.2,80.0,False,
2021-05-04,2021-05-04 13:20:00,32586.6,32599.7,32510.2,32564.7,505.0,201.7,False,
2021-05-04,2021-05-04 14:25:00,32673.3,32692.3,32639.2,32687.3,210.5,0.0,True,2021-05-04 14:30:00
2021-05-05,2021-05-05 10:25:00,32502.5,32551.2,32431.0,32530.7,547.9,199.5,False,
2021-05-05,2021-05-05 11:50:00,32570.3,32577.8,32523.5,32577.8,275.1,71.4,False,
2021-05-05,2021-05-05 12:00:00,32586.2,32649.2,32497.4,32624.9,265.6,9.4,False,
2021-05-05,2021-05-05 13:35:00,32691.2,32727.4,32641.5,32711.8,331.6,44.4,False,
2021-05-05,2021-05-05 13:45:00,32724.3,32738.8,32684.7,32732.7,317.3,15.3,True,2021-05-05 14:10:00
2021-05-05,2021-05-05 13:55:00,32696.1,32708.3,32659.9,32708.3,202.9,27.3,True,2021-05-05 14:10:00
2021-05-07,2021-05-07 10:45:00,32974.8,32980.4,32929.7,32977.8,217.6,52.4,False,
2021-05-07,2021-05-07 12:45:00,32906.9,32911.2,32875.6,32900.3,277.7,41.1,True,2021-05-07 13:00:00
2021-05-11,2021-05-11 11:45:00,33059.1,33064.8,33016.9,33049.8,377.2,22.3,False,
2021-05-11,2021-05-11 13:05:00,32883.6,32902.6,32850.9,32896.5,217.8,15.1,True,2021-05-11 13:15:00
2021-05-12,2021-05-12 12:35:00,32656.7,32667.2,32623.9,32666.1,207.7,0.0,True,2021-05-12 12:40:00
2021-05-14,2021-05-14 11:05:00,32364.7,32376.8,32309.6,32351.3,207.0,55.0,True,2021-05-14 11:35:00
2021-05-14,2021-05-14 11:20:00,32360.6,32373.6,32316.6,32370.2,227.3,36.1,True,2021-05-14 11:35:00
2021-05-14,2021-05-14 11:45:00,32236.8,32237.3,32168.3,32234.2,264.3,48.5,True,2021-05-14 12:00:00
2021-05-14,2021-05-14 12:20:00,32235.0,32260.9,32207.3,32248.2,282.7,7.6,True,2021-05-14 12:30:00
2021-05-14,2021-05-14 14:10:00,32185.9,32191.7,32152.7,32175.9,202.8,86.0,False,
2021-05-17,2021-05-17 11:55:00,33082.8,33086.5,33061.1,33077.0,226.4,66.1,False,
2021-05-18,2021-05-18 10:45:00,33959.0,33965.1,33909.5,33947.9,326.0,166.7,False,
2021-05-18,2021-05-18 10:50:00,33947.6,33960.9,33926.3,33955.9,294.3,158.7,False,
2021-05-18,2021-05-18 14:30:00,33885.9,33913.4,33838.9,33907.1,206.6,61.0,False,
2021-05-18,2021-05-18 14:35:00,33907.6,33910.9,33880.3,33900.9,248.1,67.2,True,2021-05-18 14:55:00
2021-05-24,2021-05-24 11:00:00,34952.6,34953.1,34891.6,34941.6,432.3,13.0,True,2021-05-24 11:10:00
2021-05-25,2021-05-25 11:20:00,34632.6,34633.6,34581.6,34629.6,232.4,131.3,False,
2021-05-27,2021-05-27 12:15:00,34808.6,34816.3,34776.9,34798.6,255.8,20.7,True,2021-05-27 12:40:00
2021-05-27,2021-05-27 12:25:00,34788.8,34792.6,34766.9,34782.1,248.8,74.2,False,
2021-05-31,2021-05-31 10:20:00,35346.3,35346.8,35303.4,35334.6,442.8,96.0,False,
2021-05-31,2021-05-31 10:35:00,35397.5,35406.8,35371.9,35404.4,438.0,7.2,True,2021-05-31 10:45:00
2021-06-01,2021-06-01 10:20:00,35354.9,35383.6,35282.7,35374.3,368.2,70.3,False,
2021-06-04,2021-06-04 11:30:00,35399.8,35402.2,35369.4,35391.8,359.1,34.6,False,
2021-06-04,2021-06-04 14:05:00,35257.8,35264.1,35227.4,35251.5,201.6,65.1,False,
2021-06-09,2021-06-09 13:30:00,34856.8,34875.6,34798.6,34868.6,660.9,141.2,False,
2021-06-09,2021-06-09 13:45:00,34988.8,34999.9,34937.4,34972.4,634.0,22.5,True,2021-06-09 14:00:00
2021-06-10,2021-06-10 13:50:00,34997.0,35012.6,34978.2,35004.9,201.0,13.5,True,2021-06-10 14:00:00
2021-06-14,2021-06-14 13:40:00,34838.1,34840.4,34763.9,34818.2,297.6,67.9,False,
2021-06-14,2021-06-14 13:45:00,34818.2,34831.6,34793.8,34829.1,297.6,57.8,False,
2021-06-18,2021-06-18 14:05:00,34357.0,34361.4,34296.1,34345.5,275.5,134.0,False,
2021-06-18,2021-06-18 14:20:00,34341.8,34344.7,34282.9,34332.9,267.7,219.3,False,
2021-06-22,2021-06-22 14:00:00,34874.6,34897.7,34792.1,34890.1,205.8,133.6,False,
2021-06-23,2021-06-23 14:40:00,34598.4,34630.1,34552.8,34615.1,297.0,10.0,False,
2021-06-25,2021-06-25 14:05:00,35482.6,35485.0,35450.8,35479.1,268.6,11.8,True,2021-06-25 14:20:00
2021-06-29,2021-06-29 10:15:00,35101.4,35105.4,35086.4,35105.4,265.0,29.2,True,2021-06-29 10:40:00
2021-06-30,2021-06-30 14:35:00,34885.4,34885.4,34829.7,34873.2,232.0,0.0,True,2021-06-30 14:40:00
2021-07-08,2021-07-08 14:55:00,35237.6,35237.6,35188.2,35224.1,231.3,115.8,False,
2021-07-12,2021-07-12 13:15:00,35188.9,35188.9,35060.4,35176.3,254.5,61.3,False,
2021-07-15,2021-07-15 11:20:00,35968.1,35969.5,35950.1,35962.1,213.2,23.1,True,2021-07-15 11:35:00
2021-07-23,2021-07-23 10:50:00,34692.6,34693.7,34634.0,34674.0,333.8,107.6,False,
2021-07-26,2021-07-26 10:45:00,35075.4,35087.8,35016.6,35060.4,274.3,77.8,False,
2021-07-28,2021-07-28 11:20:00,34332.2,34338.9,34290.9,34320.5,402.0,40.1,True,2021-07-28 11:35:00
2021-07-29,2021-07-29 13:25:00,34724.2,34734.8,34704.4,34730.8,228.9,47.3,True,2021-07-29 13:45:00
2021-08-03,2021-08-03 14:50:00,35154.6,35165.6,35130.0,35161.6,310.0,76.8,False,
2021-08-04,2021-08-04 10:35:00,35829.6,35831.9,35755.0,35819.9,379.5,161.7,False,
2021-08-04,2021-08-04 11:35:00,35852.6,35853.0,35805.2,35837.9,232.6,0.0,True,2021-08-04 11:40:00
2021-08-04,2021-08-04 11:45:00,35775.9,35779.1,35686.5,35757.3,214.7,181.8,False,
2021-08-04,2021-08-04 13:55:00,36096.1,36096.1,36043.7,36091.2,263.6,128.6,False,
2021-08-04,2021-08-04 14:00:00,36094.8,36125.0,36058.7,36110.5,263.6,109.3,False,
2021-08-05,2021-08-05 13:15:00,35982.3,35977.6,35952.6,35972.6,230.1,46.2,True,2021-08-05 13:45:00
2021-08-05,2021-08-05 13:20:00,35975.1,35970.2,35947.8,35966.5,230.1,52.3,True,2021-08-05 13:45:00
