Date,Hammer Time,Open,High,Low,Close,Previous 1Hr Fall,Max Move Next 30 Min,SL Hit,SL Hit Time
2018-06-05,2018-06-05 11:55:00,26268.6,26273.0,26214.9,26250.9,224.1,45.9,False,
2018-07-18,2018-07-18 13:00:00,27014.9,27026.4,26980.2,27021.3,282.3,52.9,False,
2018-07-18,2018-07-18 13:20:00,27002.8,27013.0,26981.7,27009.2,205.3,20.4,True,2018-07-18 13:45:00
2018-09-11,2018-09-11 14:35:00,26925.3,26925.9,26889.1,26913.8,351.8,34.2,True,2018-09-11 14:55:00
2018-09-24,2018-09-24 10:25:00,25328.2,25357.2,25252.7,25353.6,338.9,31.6,False,
2018-09-24,2018-09-24 11:10:00,25293.5,25296.1,25246.4,25283.0,243.0,0.0,True,2018-09-24 11:15:00
2018-09-25,2018-09-25 11:20:00,25120.0,25125.2,25069.9,25103.4,316.5,0.0,True,2018-09-25 11:25:00
2018-09-25,2018-09-25 12:15:00,25065.7,25066.3,25028.2,25053.4,244.3,147.0,False,
2018-09-25,2018-09-25 14:40:00,25043.1,25074.7,24989.9,25063.2,364.5,258.5,False,
2018-09-26,2018-09-26 10:35:00,25377.8,25398.8,25339.8,25390.7,212.5,49.1,False,
2018-09-28,2018-09-28 12:20:00,25218.1,25222.4,25186.4,25220.8,201.9,55.9,True,2018-09-28 12:35:00
2018-09-28,2018-09-28 14:15:00,25129.8,25143.5,25064.0,25142.5,327.2,4.3,True,2018-09-28 14:45:00
2018-09-28,2018-09-28 14:20:00,25146.8,25146.8,25100.2,25136.8,327.2,0.0,True,2018-09-28 14:30:00
2018-10-01,2018-10-01 10:35:00,24873.8,24876.2,24842.3,24865.5,231.2,62.7,True,2018-10-01 11:00:00
2018-10-04,2018-10-04 14:25:00,24785.6,24786.5,24740.2,24783.0,301.3,10.1,True,2018-10-04 14:35:00
2018-10-05,2018-10-05 14:55:00,24835.3,24849.7,24770.2,24818.7,460.5,0.0,True,2018-10-05 15:00:00
2018-10-08,2018-10-08 10:35:00,24490.6,24491.2,24434.4,24483.8,302.1,132.0,False,
2018-10-08,2018-10-08 11:25:00,24595.5,24615.5,24554.8,24615.5,224.9,33.2,False,
2018-10-26,2018-10-26 14:25:00,24515.4,24515.4,24455.2,24497.2,221.6,51.5,False,
2018-10-31,2018-10-31 14:40:00,25093.2,25116.4,25051.4,25109.5,224.6,91.8,False,
2018-11-05,2018-11-05 10:15:00,25679.7,25688.5,25658.8,25687.8,205.8,21.5,False,
2018-11-06,2018-11-06 14:10:00,25620.8,25630.9,25598.6,25627.7,281.9,15.9,True,2018-11-06 14:20:00
2018-11-12,2018-11-12 10:45:00,25744.7,25754.6,25732.6,25749.8,200.2,0.0,True,2018-11-12 10:50:00
2018-12-11,2018-12-11 13:50:00,26057.0,26061.4,26031.2,26051.7,219.0,0.0,True,2018-12-11 13:55:00
2018-12-11,2018-12-11 14:05:00,26043.9,26057.6,25988.2,26026.7,219.0,123.9,False,
2018-12-21,2018-12-21 10:30:00,27117.9,27118.2,27039.5,27096.2,312.3,26.7,False,
2018-12-26,2018-12-26 14:10:00,26817.2,26840.5,26767.3,26836.6,372.1,130.2,False,
2018-12-26,2018-12-26 14:50:00,26976.2,26993.8,26942.3,26985.0,241.3,26.9,False,
2018-12-26,2018-12-26 14:55:00,26987.1,26998.8,26966.4,26993.6,241.3,0.0,True,2018-12-26 15:00:00
